,id,ans
386,10931,1
387,10932,1
388,10933,1
389,10934,1
390,10935,1
391,10936,0
392,10937,1
393,10938,0
394,10939,1
395,10940,0
396,10941,0
397,10942,1
398,10943,1
399,10944,1
400,10945,0
401,10946,1
402,10947,1
403,10948,1
404,10949,0
405,10950,1
406,10951,0
407,10952,0
408,10953,1
409,10954,1
410,10955,0
411,10956,1
412,10957,1
413,10958,0
414,10959,0
415,10960,0
416,10961,0
417,10962,0
418,10963,1
419,10964,1
420,10965,1
421,10966,0
422,10967,0
423,10968,1
424,10969,1
425,10970,0
426,10971,0
427,10972,1
428,10973,1
429,10974,1
430,10975,1
431,10976,1
432,10977,1
433,10978,0
434,10979,1
435,10980,1
436,10981,0
437,10982,0
438,10983,1
439,10984,0
440,10985,0
441,10986,0
442,10987,1
443,10988,1
444,10989,0
445,10990,1
446,10991,1
447,10992,0
448,10993,1
449,10994,1
450,10995,0
451,10996,1
452,10997,0
453,10998,0
454,10999,0
455,11000,1
456,11001,0
457,11002,0
458,11003,1
459,11004,0
460,11005,0
461,11006,1
462,11007,0
463,11008,0
464,11009,1
465,11010,1
466,11011,0
467,11012,0
468,11013,1
469,11014,1
470,11015,0
471,11016,1
472,11017,1
473,11018,1
474,11019,0
475,11020,1
476,11021,1
477,11022,0
478,11023,0
479,11024,1
480,11025,0
481,11026,0
482,11027,1
483,11028,0
484,11029,1
485,11030,1
486,11031,1
487,11032,0
488,11033,0
489,11034,1
490,11035,1
491,11036,1
492,11037,0
493,11038,0
494,11039,0
495,11040,1
496,11041,0
497,11042,0
498,11043,0
499,11044,0
500,11045,0
501,11046,1
502,11047,0
503,11048,1
504,11049,0
505,11050,0
506,11051,1
507,11052,1
508,11053,0
509,11054,1
510,11055,0
511,11056,1
512,11057,0
513,11058,0
514,11059,0
515,11060,1
516,11061,0
517,11062,0
518,11063,1
519,11064,0
520,11065,1
521,11066,0
522,11067,1
523,11068,0
524,11069,0
525,11070,0
526,11071,0
527,11072,0
528,11073,0
529,11074,0
530,11075,1
531,11076,0
532,11077,0
533,11078,1
534,11079,1
535,11080,1
536,11081,1
537,11082,0
538,11083,0
539,11084,1
540,11085,1
541,11086,0
542,11087,0
543,11088,0
544,11089,0
545,11090,0
546,11091,0
547,11092,0
548,11093,0
549,11094,1
550,11095,0
551,11096,1
552,11097,1
553,11098,0
554,11099,1
555,11100,1
556,11101,0
557,11102,0
558,11103,0
559,11104,1
560,11105,1
561,11106,1
562,11107,0
563,11108,0
564,11109,1
565,11110,0
566,11111,0
567,11112,0
568,11113,1
569,11114,0
570,11115,1
571,11116,0
572,11117,0
573,11118,1
574,11119,0
575,11120,0
576,11121,1
577,11122,1
578,11123,0
579,11124,1
580,11125,0
581,11126,0
582,11127,0
583,11128,0
584,11129,1
585,11130,0
586,11131,1
587,11132,1
588,11133,0
589,11134,0
590,11135,0
591,11136,0
592,11137,1
593,11138,0
594,11139,1
595,11140,0
596,11141,0
597,11142,1
598,11143,0
599,11144,1
600,11145,1
601,11146,0
602,11147,1
603,11148,1
604,11149,0
605,11150,1
606,11151,1
607,11152,1
608,11153,1
609,11154,1
610,11155,1
611,11156,1
612,11157,1
613,11158,1
614,11159,1
615,11160,1
616,11161,1
617,11162,1
618,11163,1
619,11164,0
620,11165,0
621,11166,0
622,11167,0
623,11168,0
624,11169,0
625,11170,1
626,11171,1
627,11172,0
628,11173,1
629,11174,0
630,11175,0
631,11176,1
632,11177,0
633,11178,1
634,11179,0
635,11180,0
636,11181,0
637,11182,0
638,11183,1
639,11184,1
640,11185,0
641,11186,0
642,11187,1
643,11188,1
644,11189,1
645,11190,1
646,11191,1
647,11192,1
648,11193,1
649,11194,1
650,11195,1
651,11196,0
652,11197,1
653,11198,1
654,11199,1
655,11200,0
656,11201,0
657,11202,1
658,11203,0
659,11204,1
660,11205,1
661,11206,1
662,11207,1
663,11208,0
664,11209,1
665,11210,1
666,11211,1
667,11212,1
668,11213,0
669,11214,1
670,11215,0
671,11216,0
672,11217,0
673,11218,0
674,11219,1
675,11220,0
676,11221,0
677,11222,0
678,11223,1
679,11224,0
680,11225,1
681,11226,0
682,11227,0
683,11228,0
684,11229,0
685,11230,1
686,11231,0
687,11232,1
688,11233,0
689,11234,1
690,11235,1
691,11236,1
692,11237,0
693,11238,0
694,11239,0
695,11240,1
696,11241,0
697,11242,0
698,11243,0
699,11244,1
700,11245,0
701,11246,1
702,11247,1
703,11248,1
704,11249,0
705,11250,0
706,11251,0
707,11252,1
708,11253,0
709,11254,1
710,11255,0
711,11256,1
712,11257,1
713,11258,0
714,11259,0
715,11260,1
716,11261,1
717,11262,0
718,11263,0
719,11264,1
720,11265,1
721,11266,1
722,11267,0
723,11268,0
724,11269,0
725,11270,1
726,11271,0
727,11272,0
728,11273,1
729,11274,0
730,11275,0
731,11276,1
732,11277,1
733,11278,0
734,11279,0
735,11280,1
736,11281,1
737,11282,0
738,11283,1
739,11284,0
740,11285,1
741,11286,0
742,11287,1
743,11288,0
744,11289,0
745,11290,1
746,11291,0
747,11292,0
748,11293,0
749,11294,0
750,11295,1
751,11296,1
752,11297,0
753,11298,0
754,11299,0
755,11300,1
756,11301,1
757,11302,1
758,11303,0
759,11304,0
760,11305,0
761,11306,0
762,11307,0
763,11308,0
764,11309,0
765,11310,1
766,11311,1
767,11312,1
768,11313,1
769,11314,1
770,11315,0
771,11316,1
772,11317,0
773,11318,1
774,11319,1
775,11320,0
776,11321,0
777,11322,1
778,11323,0
779,11324,1
780,11325,1
781,11326,1
782,11327,1
783,11328,0
784,11329,1
785,11330,0
786,11331,1
787,11332,1
788,11333,0
789,11334,1
790,11335,1
791,11336,0
792,11337,1
793,11338,0
794,11339,0
795,11340,1
796,11341,0
797,11342,1
798,11343,1
799,11344,0
800,11345,1
801,11346,1
802,11347,1
803,11348,1
804,11349,0
805,11350,0
806,11351,1
807,11352,0
808,11353,0
809,11354,1
810,11355,1
811,11356,0
812,11357,0
813,11358,0
814,11359,0
815,11360,1
816,11361,0
817,11362,0
818,11363,1
819,11364,1
820,11365,1
821,11366,1
822,11367,1
823,11368,1
824,11369,0
825,11370,0
826,11371,0
827,11372,1
828,11373,0
829,11374,1
830,11375,0
831,11376,0
832,11377,1
833,11378,1
834,11379,1
835,11380,1
836,11381,0
837,11382,0
838,11383,1
839,11384,1
840,11385,0
841,11386,0
842,11387,1
843,11388,0
844,11389,0
845,11390,0
846,11391,0
847,11392,1
848,11393,1
849,11394,0
850,11395,0
851,11396,0
852,11397,0
853,11398,0
854,11399,0
855,11400,1
856,11401,0
857,11402,0
858,11403,1
859,11404,1
860,11405,0
861,11406,1
862,11407,1
863,11408,1
864,11409,1
865,11410,0
866,11411,0
867,11412,0
868,11413,1
869,11414,0
870,11415,1
871,11416,1
872,11417,0
873,11418,0
874,11419,0
875,11420,1
876,11421,1
877,11422,0
878,11423,0
879,11424,0
880,11425,0
881,11426,1
882,11427,0
883,11428,1
884,11429,0
885,11430,0
886,11431,0
887,11432,1
888,11433,1
889,11434,0
890,11435,1
891,11436,0
892,11437,1
893,11438,1
894,11439,0
895,11440,0
896,11441,0
897,11442,0
898,11443,1
899,11444,1
900,11445,0
901,11446,1
902,11447,0
903,11448,1
904,11449,0
905,11450,1
906,11451,1
907,11452,1
908,11453,1
909,11454,1
910,11455,0
911,11456,0
912,11457,0
913,11458,0
914,11459,0
915,11460,1
916,11461,0
917,11462,1
918,11463,1
919,11464,0
920,11465,0
921,11466,0
922,11467,1
923,11468,1
924,11469,1
925,11470,0
926,11471,0
927,11472,1
928,11473,0
929,11474,0
930,11475,0
931,11476,1
932,11477,0
933,11478,1
934,11479,1
935,11480,1
936,11481,1
937,11482,0
938,11483,1
939,11484,0
940,11485,0
941,11486,0
942,11487,1
943,11488,1
944,11489,1
945,11490,0
946,11491,1
947,11492,1
948,11493,0
949,11494,1
950,11495,0
951,11496,0
952,11497,0
953,11498,1
954,11499,0
955,11500,0
956,11501,1
957,11502,1
958,11503,1
959,11504,0
960,11505,1
961,11506,1
962,11507,0
963,11508,0
964,11509,0
965,11510,0
966,11511,1
967,11512,1
968,11513,0
969,11514,0
970,11515,0
971,11516,0
972,11517,0
973,11518,1
974,11519,0
975,11520,0
976,11521,0
977,11522,0
978,11523,0
979,11524,1
980,11525,1
981,11526,1
982,11527,1
983,11528,0
984,11529,1
985,11530,0
986,11531,0
987,11532,1
988,11533,0
989,11534,1
990,11535,0
991,11536,1
992,11537,0
993,11538,1
994,11539,1
995,11540,0
996,11541,0
997,11542,1
998,11543,1
999,11544,1
1000,11545,0
1001,11546,1
1002,11547,0
1003,11548,1
1004,11549,1
1005,11550,0
1006,11551,0
1007,11552,0
1008,11553,1
1009,11554,0
1010,11555,0
1011,11556,0
1012,11557,1
1013,11558,0
1014,11559,0
1015,11560,0
1016,11561,1
1017,11562,0
1018,11563,1
1019,11564,1
1020,11565,1
1021,11566,1
1022,11567,0
1023,11568,1
1024,11569,1
1025,11570,0
1026,11571,0
1027,11572,0
1028,11573,1
1029,11574,0
1030,11575,1
1031,11576,0
1032,11577,0
1033,11578,1
1034,11579,0
1035,11580,0
1036,11581,0
1037,11582,1
1038,11583,1
1039,11584,1
1040,11585,0
1041,11586,1
1042,11587,1
1043,11588,1
1044,11589,0
1045,11590,1
1046,11591,1
1047,11592,1
1048,11593,1
1049,11594,1
1050,11595,0
1051,11596,0
1052,11597,0
1053,11598,0
1054,11599,1
1055,11600,0
1056,11601,0
1057,11602,1
1058,11603,1
1059,11604,0
1060,11605,0
1061,11606,1
1062,11607,0
1063,11608,0
1064,11609,0
1065,11610,1
1066,11611,1
1067,11612,0
1068,11613,1
1069,11614,1
1070,11615,1
1071,11616,1
1072,11617,0
1073,11618,1
1074,11619,0
1075,11620,1
1076,11621,1
1077,11622,1
1078,11623,0
1079,11624,0
1080,11625,0
1081,11626,1
1082,11627,1
1083,11628,0
1084,11629,0
1085,11630,1
1086,11631,1
1087,11632,1
1088,11633,1
1089,11634,1
1090,11635,0
1091,11636,1
1092,11637,0
1093,11638,1
1094,11639,0
1095,11640,0
1096,11641,1
1097,11642,1
1098,11643,1
1099,11644,0
1100,11645,0
1101,11646,1
1102,11647,1
1103,11648,0
1104,11649,0
1105,11650,0
1106,11651,1
1107,11652,1
1108,11653,1
1109,11654,1
1110,11655,0
1111,11656,1
1112,11657,1
1113,11658,1
1114,11659,0
1115,11660,1
1116,11661,0
1117,11662,1
1118,11663,1
1119,11664,0
1120,11665,1
1121,11666,1
1122,11667,0
1123,11668,0
1124,11669,0
1125,11670,1
1126,11671,0
1127,11672,1
1128,11673,0
1129,11674,1
1130,11675,1
1131,11676,1
1132,11677,1
1133,11678,0
1134,11679,1
1135,11680,0
1136,11681,1
1137,11682,0
1138,11683,1
1139,11684,1
1140,11685,0
1141,11686,1
1142,11687,1
1143,11688,0
1144,11689,1
1145,11690,1
1146,11691,0
1147,11692,0
1148,11693,1
1149,11694,0
1150,11695,1
1151,11696,0
1152,11697,1
1153,11698,0
1154,11699,0
1155,11700,0
1156,11701,1
1157,11702,0
1158,11703,1
1159,11704,0
1160,11705,0
1161,11706,0
1162,11707,0
1163,11708,1
1164,11709,0
1165,11710,1
1166,11711,1
1167,11712,1
1168,11713,0
1169,11714,1
1170,11715,1
1171,11716,1
1172,11717,0
1173,11718,1
1174,11719,1
1175,11720,1
1176,11721,1
1177,11722,0
1178,11723,1
1179,11724,1
1180,11725,0
1181,11726,0
1182,11727,0
1183,11728,0
1184,11729,1
1185,11730,0
1186,11731,0
1187,11732,0
1188,11733,0
1189,11734,1
1190,11735,0
1191,11736,0
1192,11737,0
1193,11738,0
1194,11739,0
1195,11740,0
1196,11741,0
1197,11742,0
1198,11743,0
1199,11744,0
1200,11745,0
1201,11746,0
1202,11747,0
1203,11748,1
1204,11749,1
1205,11750,0
1206,11751,1
1207,11752,0
1208,11753,0
1209,11754,0
1210,11755,1
1211,11756,1
1212,11757,0
1213,11758,1
1214,11759,0
1215,11760,1
1216,11761,1
1217,11762,0
1218,11763,0
1219,11764,0
1220,11765,1
1221,11766,1
1222,11767,1
1223,11768,0
1224,11769,1
1225,11770,1
1226,11771,1
1227,11772,1
1228,11773,0
1229,11774,0
1230,11775,1
1231,11776,1
1232,11777,1
1233,11778,0
1234,11779,1
1235,11780,1
1236,11781,0
1237,11782,0
1238,11783,1
1239,11784,0
1240,11785,1
1241,11786,0
1242,11787,1
1243,11788,0
1244,11789,1
1245,11790,1
1246,11791,0
1247,11792,0
1248,11793,1
1249,11794,0
1250,11795,0
1251,11796,0
1252,11797,1
1253,11798,0
1254,11799,1
1255,11800,0
1256,11801,1
1257,11802,1
1258,11803,1
1259,11804,1
1260,11805,1
1261,11806,1
1262,11807,0
1263,11808,0
1264,11809,0
1265,11810,1
1266,11811,0
1267,11812,0
1268,11813,0
1269,11814,1
1270,11815,1
1271,11816,0
1272,11817,0
1273,11818,1
1274,11819,0
1275,11820,1
1276,11821,0
1277,11822,0
1278,11823,0
1279,11824,1
1280,11825,1
1281,11826,1
1282,11827,1
1283,11828,0
1284,11829,1
1285,11830,0
1286,11831,1
1287,11832,1
1288,11833,1
1289,11834,1
1290,11835,1
1291,11836,1
1292,11837,0
1293,11838,1
1294,11839,0
1295,11840,0
1296,11841,0
1297,11842,1
1298,11843,1
1299,11844,0
1300,11845,0
1301,11846,0
1302,11847,0
1303,11848,1
1304,11849,0
1305,11850,1
1306,11851,0
1307,11852,0
1308,11853,1
1309,11854,1
1310,11855,1
1311,11856,0
1312,11857,0
1313,11858,0
1314,11859,0
1315,11860,0
1316,11861,0
1317,11862,1
1318,11863,1
1319,11864,1
1320,11865,0
1321,11866,0
1322,11867,0
1323,11868,1
1324,11869,0
1325,11870,1
1326,11871,0
1327,11872,1
1328,11873,0
1329,11874,0
1330,11875,1
1331,11876,0
1332,11877,1
1333,11878,0
1334,11879,0
1335,11880,1
1336,11881,0
1337,11882,1
1338,11883,1
1339,11884,0
1340,11885,0
1341,11886,1
1342,11887,1
1343,11888,1
1344,11889,0
1345,11890,0
1346,11891,0
1347,11892,1
1348,11893,0
1349,11894,0
1350,11895,0
1351,11896,1
1352,11897,0
1353,11898,1
1354,11899,0
1355,11900,1
1356,11901,1
1357,11902,0
1358,11903,0
1359,11904,0
1360,11905,0
1361,11906,0
1362,11907,1
1363,11908,1
1364,11909,1
1365,11910,0
1366,11911,0
1367,11912,1
1368,11913,0
1369,11914,1
1370,11915,1
1371,11916,0
1372,11917,1
1373,11918,0
1374,11919,1
1375,11920,1
1376,11921,0
1377,11922,1
1378,11923,1
1379,11924,1
1380,11925,1
1381,11926,1
1382,11927,0
1383,11928,1
1384,11929,0
1385,11930,0
1386,11931,1
1387,11932,0
1388,11933,0
1389,11934,1
1390,11935,0
1391,11936,1
1392,11937,1
1393,11938,0
1394,11939,1
1395,11940,1
1396,11941,1
1397,11942,1
1398,11943,1
1399,11944,1
1400,11945,1
1401,11946,1
1402,11947,0
1403,11948,1
1404,11949,1
1405,11950,1
1406,11951,0
1407,11952,1
1408,11953,1
1409,11954,0
1410,11955,0
1411,11956,0
1412,11957,1
1413,11958,0
1414,11959,0
1415,11960,0
1416,11961,0
1417,11962,1
1418,11963,0
1419,11964,1
1420,11965,1
1421,11966,0
1422,11967,0
1423,11968,0
1424,11969,0
1425,11970,0
1426,11971,0
1427,11972,1
1428,11973,0
1429,11974,0
1430,11975,1
1431,11976,0
1432,11977,1
1433,11978,0
1434,11979,0
1435,11980,0
1436,11981,0
1437,11982,1
1438,11983,0
1439,11984,0
1440,11985,1
1441,11986,1
1442,11987,0
1443,11988,0
1444,11989,0
1445,11990,0
1446,11991,1
1447,11992,0
1448,11993,1
1449,11994,0
1450,11995,0
1451,11996,1
1452,11997,1
1453,11998,0
1454,11999,1
1455,12000,0
1456,12001,1
1457,12002,0
1458,12003,1
1459,12004,1
1460,12005,1
1461,12006,1
1462,12007,0
1463,12008,0
1464,12009,0
1465,12010,0
1466,12011,0
1467,12012,1
1468,12013,1
1469,12014,0
1470,12015,1
1471,12016,0
1472,12017,0
1473,12018,1
1474,12019,0
1475,12020,0
1476,12021,1
1477,12022,0
1478,12023,0
1479,12024,0
1480,12025,0
1481,12026,1
1482,12027,0
1483,12028,0
1484,12029,1
1485,12030,0
1486,12031,0
1487,12032,1
1488,12033,1
1489,12034,0
1490,12035,0
1491,12036,1
1492,12037,1
1493,12038,1
1494,12039,1
1495,12040,1
1496,12041,1
1497,12042,1
1498,12043,0
1499,12044,0
1500,12045,1
1501,12046,1
1502,12047,1
1503,12048,1
1504,12049,1
1505,12050,0
1506,12051,1
1507,12052,0
1508,12053,1
1509,12054,1
1510,12055,0
1511,12056,1
1512,12057,0
1513,12058,1
1514,12059,1
1515,12060,0
1516,12061,1
1517,12062,0
1518,12063,0
1519,12064,0
1520,12065,0
1521,12066,1
1522,12067,0
1523,12068,0
1524,12069,1
1525,12070,1
1526,12071,0
1527,12072,0
1528,12073,0
1529,12074,0
1530,12075,0
1531,12076,1
1532,12077,1
1533,12078,0
1534,12079,0
1535,12080,0
1536,12081,1
1537,12082,0
1538,12083,0
1539,12084,0
1540,12085,0
1541,12086,0
1542,12087,1
1543,12088,1
1544,12089,1
1545,12090,0
1546,12091,0
1547,12092,0
1548,12093,1
1549,12094,1
1550,12095,1
1551,12096,0
1552,12097,0
1553,12098,0
1554,12099,0
1555,12100,1
1556,12101,1
1557,12102,1
1558,12103,1
1559,12104,1
1560,12105,1
1561,12106,0
1562,12107,1
1563,12108,0
1564,12109,0
1565,12110,0
1566,12111,0
1567,12112,1
1568,12113,0
1569,12114,1
1570,12115,1
1571,12116,0
1572,12117,1
1573,12118,1
1574,12119,0
1575,12120,1
1576,12121,0
1577,12122,1
1578,12123,1
1579,12124,1
1580,12125,0
1581,12126,1
1582,12127,0
1583,12128,0
1584,12129,1
1585,12130,0
1586,12131,1
1587,12132,0
1588,12133,0
1589,12134,1
1590,12135,0
1591,12136,1
1592,12137,1
1593,12138,1
1594,12139,1
1595,12140,0
1596,12141,1
1597,12142,1
1598,12143,1
1599,12144,1
1600,12145,1
1601,12146,1
1602,12147,1
1603,12148,1
1604,12149,1
1605,12150,0
1606,12151,1
1607,12152,1
1608,12153,1
1609,12154,1
1610,12155,1
1611,12156,0
1612,12157,1
1613,12158,1
1614,12159,0
1615,12160,1
1616,12161,1
1617,12162,1
1618,12163,1
1619,12164,1
1620,12165,1
1621,12166,1
1622,12167,1
1623,12168,0
1624,12169,0
1625,12170,0
1626,12171,0
1627,12172,1
1628,12173,0
1629,12174,1
1630,12175,1
1631,12176,0
1632,12177,1
1633,12178,0
1634,12179,0
1635,12180,1
1636,12181,0
1637,12182,1
1638,12183,0
1639,12184,0
1640,12185,1
1641,12186,0
1642,12187,1
1643,12188,1
1644,12189,1
1645,12190,1
1646,12191,0
1647,12192,0
1648,12193,1
1649,12194,0
1650,12195,1
1651,12196,1
1652,12197,1
1653,12198,0
1654,12199,0
1655,12200,0
1656,12201,0
1657,12202,0
1658,12203,0
1659,12204,0
1660,12205,0
1661,12206,0
1662,12207,1
1663,12208,0
1664,12209,1
1665,12210,1
1666,12211,0
1667,12212,1
1668,12213,0
1669,12214,0
1670,12215,1
1671,12216,1
1672,12217,0
1673,12218,0
1674,12219,1
1675,12220,0
1676,12221,0
1677,12222,0
1678,12223,0
1679,12224,0
1680,12225,1
1681,12226,1
1682,12227,0
1683,12228,0
1684,12229,1
1685,12230,1
1686,12231,1
1687,12232,1
1688,12233,1
1689,12234,1
1690,12235,0
1691,12236,1
1692,12237,0
1693,12238,1
1694,12239,1
1695,12240,0
1696,12241,1
1697,12242,0
1698,12243,0
1699,12244,0
1700,12245,1
1701,12246,0
1702,12247,1
1703,12248,0
1704,12249,0
1705,12250,0
1706,12251,0
1707,12252,0
1708,12253,0
1709,12254,0
1710,12255,0
1711,12256,1
1712,12257,1
1713,12258,0
1714,12259,1
1715,12260,1
1716,12261,1
1717,12262,0
1718,12263,0
1719,12264,1
1720,12265,1
1721,12266,0
1722,12267,1
1723,12268,1
1724,12269,0
1725,12270,0
1726,12271,1
1727,12272,0
1728,12273,1
1729,12274,1
1730,12275,1
1731,12276,0
1732,12277,0
1733,12278,1
1734,12279,0
1735,12280,0
1736,12281,1
1737,12282,1
1738,12283,1
1739,12284,1
1740,12285,0
1741,12286,0
1742,12287,0
1743,12288,0
1744,12289,1
1745,12290,1
1746,12291,1
1747,12292,1
1748,12293,0
1749,12294,1
1750,12295,0
1751,12296,1
1752,12297,0
1753,12298,1
1754,12299,1
1755,12300,1
1756,12301,1
1757,12302,1
1758,12303,0
1759,12304,0
1760,12305,1
1761,12306,0
1762,12307,0
1763,12308,0
1764,12309,1
1765,12310,0
1766,12311,0
1767,12312,0
1768,12313,1
1769,12314,0
1770,12315,0
1771,12316,0
1772,12317,0
1773,12318,1
1774,12319,0
1775,12320,0
1776,12321,1
1777,12322,0
1778,12323,0
1779,12324,0
1780,12325,0
1781,12326,1
1782,12327,1
1783,12328,1
1784,12329,0
1785,12330,1
1786,12331,0
1787,12332,0
1788,12333,0
1789,12334,0
1790,12335,0
1791,12336,1
1792,12337,1
1793,12338,0
1794,12339,0
1795,12340,0
1796,12341,0
1797,12342,1
1798,12343,0
1799,12344,0
1800,12345,1
1801,12346,0
1802,12347,0
1803,12348,0
1804,12349,0
1805,12350,1
1806,12351,0
1807,12352,1
1808,12353,0
1809,12354,1
1810,12355,1
1811,12356,0
1812,12357,1
1813,12358,1
1814,12359,1
1815,12360,1
1816,12361,1
1817,12362,1
1818,12363,0
1819,12364,0
1820,12365,0
1821,12366,1
1822,12367,0
1823,12368,1
1824,12369,0
1825,12370,1
1826,12371,0
1827,12372,0
1828,12373,1
1829,12374,0
1830,12375,0
1831,12376,1
1832,12377,1
1833,12378,1
1834,12379,1
1835,12380,0
1836,12381,1
1837,12382,0
1838,12383,0
1839,12384,1
1840,12385,0
1841,12386,0
1842,12387,1
1843,12388,1
1844,12389,0
1845,12390,0
1846,12391,1
1847,12392,0
1848,12393,1
1849,12394,1
1850,12395,0
1851,12396,1
1852,12397,0
1853,12398,0
1854,12399,1
1855,12400,1
1856,12401,0
1857,12402,0
1858,12403,1
1859,12404,1
1860,12405,1
1861,12406,1
1862,12407,1
1863,12408,0
1864,12409,0
1865,12410,1
1866,12411,1
1867,12412,1
1868,12413,1
1869,12414,0
1870,12415,1
1871,12416,0
1872,12417,0
